,Name,Platform,Date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,Total_Shipped,game_id,developer
34052,Code Lyoko: Fall of X.A.N.A.,DS,2008.0,Adventure,Game Factory,0.07,0.0,0.0,0.01,0.08,,0.08,75583,Game Factory
34053,Looney Tunes: Galactic Sports,PSV,2015.0,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,,0.03,75584,Virtual Toys
34054,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994.0,Fighting,Sega,0.0,0.0,0.08,0.0,0.08,,0.08,75585,"Treasure Co., Ltd."
34061,Ogre Battle Series: Tactics Ogre,PS,1997.0,Role-Playing,Atlus,0.04,0.03,0.0,0.01,0.08,,,75588,Quest Corporation
34064,Wordfish,DS,2008.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,,0.08,75590,Ubisoft
34073,futureU: The Prep Game for SAT,DS,2008.0,Misc,Aspyr,0.07,0.0,0.0,0.01,0.08,,0.07,75593,Aspyr Media
34076,Johnny Test,DS,2011.0,Platform,505 Games,0.07,0.0,0.0,0.01,0.08,,0.06,75595,Sarbakan
34077,Just Dance: Disney Party 2,WiiU,2015.0,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08,,0.09,75596,Ubisoft San Francisco
34092,Boxing Fever,GBA,2001.0,Sports,THQ,0.06,0.02,0.0,0.0,0.08,,0.08,75598,Digital Fiction
34096,Discovery Kids: Spider Quest,DS,2009.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,,0.08,75600,505 Games
34097,Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.01,0.07,0.0,0.08,,,75601,Marvelous Entertainment
34098,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75602,Bandai Namco Games
34104,New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,0.08,75604,Sumo Digital
34105,Indycar Series 2005,XB,2004.0,Action,Codemasters,0.06,0.02,0.0,0.0,0.08,,0.08,75605,Unknown
34110,Lost in Blue: Shipwrecked,Wii,2008.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,0.08,75607,Hudson Soft
34123,Penny Racers Party: Turbo-Q Speedway,Wii,2008.0,Racing,Takara Tomy,0.07,0.0,0.0,0.01,0.08,,0.08,75611,Takara Tomy
34124,Skydiving Extreme,PS,2001.0,Sports,Banpresto,0.04,0.03,0.0,0.01,0.08,,0.08,75612,Banpresto
34128,Dreamer Series: Shop Owner,DS,2009.0,Simulation,Deep Silver,0.07,0.0,0.0,0.01,0.08,,0.08,75615,ZigZag Island
34129,Evolution Worlds,GC,2002.0,Role-Playing,Ubisoft,0.06,0.02,0.0,0.0,0.08,,0.08,75616,Sting
34138,Drama Queens,DS,2009.0,Misc,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,,0.08,75619,Sensory Sweep
34139,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010.0,Misc,Disney Interactive Studios,0.0,0.0,0.08,0.0,0.08,,0.08,75620,Cattle Call
34147,My First Songs,Wii,2010.0,Misc,Mindscape,0.0,0.07,0.0,0.01,0.08,,0.08,75622,Mindscape Inc.
34150,Ultimate Party Challenge,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,0.08,75624,Groove Box
34157,Sub Rebellion,PS2,2002.0,Simulation,Metro 3D,0.04,0.03,0.0,0.01,0.08,,0.08,75627,Irem Software Engineering
34162,Striker 96,PS,1995.0,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08,,,75629,Rage Software
34163,Tokimeki Memorial 4,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,0.08,75630,Konami
34164,Bleach: Heat the Soul 4,PSP,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,0.08,75631,Eighting
34165,Pocket Dogs,GBA,2004.0,Misc,Agatsuma Entertainment,0.06,0.02,0.0,0.0,0.08,,,75632,Agatsuma Entertainment
34166,Real Robots Final Attack,PS,1998.0,Shooter,Banpresto,0.0,0.0,0.07,0.01,0.08,,0.08,75633,Banpresto
34174,P.N.03 - Product Number Three,GC,2003.0,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08,,0.08,75635,Capcom Production Studio 4
34179,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,75637,Millennium Kitchen
34180,Ape Escape: Pumped & Primed,PS2,2004.0,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,,0.08,75638,SCE Japan Studio
34181,Alien Syndrome,PSP,2007.0,Role-Playing,Sega,0.07,0.0,0.0,0.01,0.08,,0.08,75639,Totally Games
34187,Monster Trucks DS,DS,2005.0,Racing,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,,0.08,75640,Skyworks Technologies
34188,FabStyle,DS,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,0.08,75641,Tecmo Koei Games
34190,Outlaw Tennis,PS2,2005.0,Sports,Global Star,0.04,0.03,0.0,0.01,0.08,,0.08,75642,Hypnotix
34194,The Golf Club,PS4,2014.0,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,,,75644,HB Studios
34197,Mission Runway,DS,2008.0,Simulation,Eidos Interactive,0.07,0.01,0.0,0.01,0.08,,,75645,Arts Software
34199,Agatha Christie: And Then There Were None,Wii,2008.0,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,,0.07,75646,AWE Games
34207,Medabots Dual: Kabuto / Kuwagata,3DS,2013.0,Role-Playing,Rocket Company,0.0,0.0,0.08,0.0,0.08,,0.08,75648,Jupiter Corporation
34208,We Sing Rock!,Wii,2011.0,Misc,Nordic Games,0.0,0.07,0.0,0.01,0.08,,0.08,75649,Le Cortex
34211,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,Sega,0.06,0.01,0.0,0.01,0.08,,0.07,75651,Sega
34212,Dawn of Heroes,DS,2010.0,Role-Playing,Majesco Entertainment,0.07,0.0,0.0,0.0,0.08,,0.08,75652,Wicked Studios
34213,Imagine: My Restaurant,DS,2009.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,,0.08,75653,Vicarious Visions
34214,Gadget Racers,PS2,2000.0,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08,,,75654,Barnhouse Effect
34216,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003.0,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,,,75655,Sonic Team
34217,Nanashi no Game,DS,2008.0,Adventure,Square Enix,0.0,0.0,0.08,0.0,0.08,2.0,0.08,75656,Square Enix
34218,Bleach: Heat the Soul 7,PSP,2010.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,0.08,75657,Eighting
34220,Cosmic Family,Wii,2007.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,0.08,75658,Ubisoft Barcelona
34221,Whac-A-Mole,DS,2005.0,Puzzle,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,,0.08,75659,DC Studios
34223,Auto Destruct,PS,1998.0,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.08,,0.08,75660,Neurostone
34240,GOTHA: Ismailia Seneki,SAT,1995.0,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,,0.08,75663,Micronet
34241,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75664,Bandai Namco Games
34242,MLB Front Office Manager,PS3,2009.0,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,,0.08,75665,Blue Castle Games
34247,Deep Fear,SAT,1998.0,Adventure,Sega,0.0,0.0,0.08,0.0,0.08,,0.08,75667,ISCO
34248,Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08,,0.08,75668,Neversoft Entertainment
34252,Endgame,PS2,2002.0,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08,,0.08,75670,Cunning Developments
34253,Dragon's Dogma Online,PS4,2015.0,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08,,0.09,75671,Capcom
34260,Ultimate Duck Hunting,Wii,2009.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,,0.08,75674,Collision Studios
34262,Virus,SAT,1997.0,Shooter,Hudson Soft,0.0,0.0,0.08,0.0,0.08,,0.08,75675,Hudson Soft
34264,Jikkyou Powerful Pro Yakyuu Next,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,0.08,75676,PawaPuro Production
34267,Emily the Strange: Strangerous,DS,2011.0,Action,DTP Entertainment,0.04,0.03,0.0,0.01,0.08,,0.07,75678,Tri Synergy
34268,Aliens in the Attic,Wii,2009.0,Action,Playlogic Game Factory,0.07,0.0,0.0,0.01,0.08,,0.08,75679,Playlogic Game Factory
34272,Dragon Shadow Spell,PS2,2007.0,Role-Playing,Flight-Plan,0.0,0.0,0.08,0.0,0.08,,0.08,75680,Flight-Plan
34273,Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.07,0.0,0.0,0.01,0.08,,0.07,75681,Griptonite Games
34274,Sound Novel Tsukuru,SNES,1996.0,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08,,0.08,75682,Success
34275,World Championship Poker: Deluxe Series,DS,2005.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,,0.08,75683,Sensory Sweep Studios
34276,Dragon Slayer: The Legend of Heroes,GEN,1994.0,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08,,0.08,75684,Nihon Falcom Corporation
34286,The Idolm@ster,X360,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75687,Bandai Namco Games
34287,Infernal: Hell's Vengeance,X360,2009.0,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08,,0.08,75688,Metropolis Software
34288,Guilty Gear XX Slash,PS2,2006.0,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08,,0.08,75689,Arc System Works
34289,Salon Superstar,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.0,0.08,,0.08,75690,505 Games
34290,Urban Reign,PS2,2005.0,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,,0.08,75691,Namco
34291,Super Robot Taisen Z Special Disc,PS2,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75692,Banpresto
34292,Slayers Royal 2,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,,0.08,75693,Onion Egg
34316,Ro-Kyu-Bu!,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,,0.08,75698,Kadokawa Shoten
34325,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,0.08,75701,Takara Tomy
34326,Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,,0.08,75702,Magenta Software
34329,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,0.08,75704,Takara Tomy
34330,Pro Yakyuu Famista DS 2010,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75705,Bandai Namco Games
34331,Captain Tsubasa,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75706,Bandai Namco Games
34343,No One Can Stop Mr. Domino!,PS,1998.0,Misc,JVC,0.04,0.03,0.0,0.0,0.08,,0.08,75709,ArtDink
34348,GT Advance 3: Pro Concept Racing,GBA,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.08,,0.08,75711,MTO
34349,PQ: Practical Intelligence Quotient,PSP,2005.0,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08,,,75712,Now Production
34351,Duke Nukem: Land of the Babes,PS,2000.0,Shooter,Atari,0.04,0.03,0.0,0.0,0.08,,0.08,75713,n-Space
34352,Majin Tensei,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08,,0.08,75714,Atlus Co.
34353,Dragon Force II: Kamisarishi Daichi ni,SAT,1998.0,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,,0.08,75715,Chime
34360,Monkey Hero,PS,1998.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.0,0.08,,,75717,Blam!
34361,Tokyo Beat Down,DS,2008.0,Action,Success,0.07,0.0,0.0,0.01,0.08,,,75718,Success
34362,Krazy Ivan,PS,1995.0,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08,,,75719,Psygnosis
34374,Quo Vadis,SAT,1995.0,Strategy,Glams,0.0,0.0,0.08,0.0,0.08,,0.08,75721,The EDGE Interactive
34375,The Lord of the Rings: The Battle for Middle-Earth,PC,2004.0,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.08,,0.07,75722,EA Los Angeles
34376,The Legend of Kage 2,DS,2008.0,Action,Square Enix,0.07,0.0,0.0,0.0,0.08,,0.08,75723,Taito Corporation
34377,Fate/Tiger Colosseum,PSP,2007.0,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08,,0.08,75724,Cavia Inc.
34378,World Party Games,Wii,2009.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,,0.07,75725,DreamCatcher Interactive
34379,Samurai Warriors Chronicles 3,3DS,2014.0,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,75726,Omega Force
34390,Animal Kingdom: Wildlife Expedition,Wii,2009.0,Adventure,Natsume,0.07,0.0,0.0,0.01,0.08,,0.07,75728,Natsume
34391,Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.02,0.08,,0.07,75729,Gearbox Software
34396,Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,Reef Entertainment,0.07,0.0,0.0,0.01,0.08,,0.07,75730,Rebellion Developments
34397,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005.0,Role-Playing,Atari,0.05,0.02,0.0,0.0,0.08,,0.08,75731,Webfoot Technologies
34401,Crayola: Colorful Journey,Wii,2009.0,Misc,Crave Entertainment,0.07,0.0,0.0,0.01,0.08,,0.07,75733,Crave Entertainment
34402,Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,0.08,75734,Konami
34403,World Tour Soccer 06,PSP,2006.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,,0.07,75735,SCEE London Studio
34405,Stella Deus: The Gate of Eternity,PS2,2004.0,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08,,,75736,Pinegrow
34414,One Piece: Gear Spirit,DS,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75739,Matrix Software
34415,Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75740,Namco Tales Studio
34416,Titanic Mystery,DS,2010.0,Puzzle,PlayV,0.05,0.02,0.0,0.01,0.08,,,75741,PlayV
34419,Minna no Joushiki Ryoku TV,Wii,2008.0,Misc,Nintendo,0.0,0.0,0.08,0.0,0.08,,0.08,75742,HAL Laboratory
34420,P.T.O. IV: Pacific Theater of Operations,PS2,2002.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08,,,75743,Koei
34421,WipEout HD Fury,PS3,2009.0,Racing,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,,0.07,75744,Studio Liverpool
34432,Mind Quiz: Your Brain Coach,DS,2006.0,Misc,Ubisoft,0.0,0.0,0.08,0.0,0.08,,,75749,Sega
34436,The Hustle: Detroit Streets,PSP,2005.0,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.08,,0.07,75751,Blade Interactive
34439,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004.0,Platform,Global Star,0.05,0.02,0.0,0.0,0.08,,0.08,75752,Vicarious Visions
34440,Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,,0.08,75753,Ubisoft Montreal
34448,Conception: Please Give Birth to My Child!,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08,,0.08,75755,Spike
34455,Winter Sports 2011,Wii,2011.0,Sports,DTP Entertainment,0.0,0.06,0.0,0.01,0.08,,0.07,75757,49Games
34466,Super Football,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.08,,,75760,Atari
34467,The Idolmaster: Gravure For You! Vol. 3,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,0.08,75761,Unknown
34468,Learn Geography,DS,2009.0,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.08,,0.07,75762,DreamCatcher Interactive
34471,Disaster: Day of Crisis,Wii,2008.0,Action,Nintendo,0.0,0.03,0.04,0.0,0.08,8.0,0.07,75764,Monolith Soft
34499,My Fun Facts Coach,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,0.07,75770,Ubisoft
34504,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,0.08,75772,Konami
34505,Kung Fu Panda: Legendary Warriors,Wii,2008.0,Action,Activision,0.07,0.0,0.0,0.0,0.08,,0.07,75774,Artificial Mind and Movement
34509,Fairy Tail: Portable Guild 2,PSP,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,0.08,75776,Konami
34513,Wizardry: Llylgamyn Saga,PS,1998.0,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07,,0.07,75779,Soliton
34515,Party Pigs: Farmyard Games,Wii,2009.0,Misc,Data Design Interactive,0.07,0.0,0.0,0.0,0.07,,0.08,75780,Data Design Interactive
34516,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,0.07,75781,syn Sophia
34517,Gale Racer,SAT,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,0.07,75782,Sega
34518,In The Groove,PS2,2005.0,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07,,0.07,75783,Roxor Games
34528,Beat City,DS,2010.0,Misc,THQ,0.07,0.0,0.0,0.01,0.07,,0.08,75785,Universomo
34537,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,0.07,75789,Millennium Kitchen
34539,Torchlight,PC,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07,,0.07,75790,Runic Games
34547,Magic Pengel: The Quest for Color,PS2,2002.0,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,,,75792,Garakuda Studio
34548,Super Baseball,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.07,,,75793,Atari
34551,Formula One World Championship: Beyond the Limit,SCD,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,0.07,75795,Sega
34552,Hakuouki DS,DS,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,,0.07,75796,Idea Factory
34553,Buster Bros. Collection,PS,1997.0,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07,,0.07,75797,Mitchell
34554,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006.0,Misc,Sega,0.0,0.0,0.07,0.0,0.07,,0.07,75798,Sega
34555,Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07,,,75799,Capcom
34556,Futurama,PS2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07,,0.07,75800,Unique Development Studios Sweden
34558,Medabots 8,3DS,2014.0,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07,,0.08,75801,Unknown
34560,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07,,0.07,75803,Nintendo R&D1
34566,Again,DS,2009.0,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07,,,75805,Cing
34567,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07,,0.07,75806,Hudson Soft
34569,Zumba Fitness Core,Wii,2012.0,Misc,505 Games,0.0,0.07,0.0,0.01,0.07,,0.07,75807,Zoe Mode
34587,NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07,,0.07,75813,Avalanche Software
34588,Jewel Link Chronicles: Legend of Athena,DS,2011.0,Puzzle,GSP,0.0,0.06,0.0,0.01,0.07,,0.07,75814,Avanquest Software
34589,Gundam Battle Tactics,PSP,2005.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,0.07,75815,ArtDink
34590,Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,Success,0.0,0.0,0.07,0.0,0.07,,0.07,75816,Success
34591,Aikatsu! My No.1 Stage!,3DS,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,0.09,75817,Bandai Namco Games
34592,Sky Gunner,PS2,2001.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07,,,75818,Pixel Arts
34593,Santa Claus Is Comin' to Town!,DS,2011.0,Puzzle,Crave Entertainment,0.07,0.0,0.0,0.01,0.07,,,75819,Crave Entertainment
34606,Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07,,0.08,75823,Spike Chunsoft
34607,Jewel Time Deluxe,DS,2011.0,Puzzle,O-Games,0.04,0.03,0.0,0.01,0.07,,0.07,75824,O-Games
34609,Picture Perfect Hair Salon,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07,,0.07,75825,Sonic Powered
34619,Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,0.0,0.0,0.07,0.0,0.07,,0.07,75828,Warp
34628,Overlord: Minions,DS,2009.0,Puzzle,Codemasters,0.07,0.0,0.0,0.01,0.07,,0.07,75832,Triumph Studios
34629,The Rub Rabbits!,DS,2005.0,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07,,,75833,Sonic Team
34632,Saint Seiya: Brave Soldiers,PS3,2013.0,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,,0.07,75835,Dimps Corporation
34633,The Sims 3: Barnacle Bay,PC,2011.0,Simulation,Electronic Arts,0.07,0.0,0.0,0.01,0.07,,0.08,75836,Maxis
34634,Winx Club,GBA,2005.0,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,,0.07,75837,Rainbow Studios
34639,Hero Bank,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,0.08,75839,Sega
34640,The Idolm@ster: Live for You!,X360,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,0.07,75840,Bandai Namco Games
34641,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,0.07,75841,Konami
34642,Smashing Drive,GC,,Racing,Unknown,0.06,0.01,0.0,0.0,0.07,,,75842,Point of View
34645,Mega Man Xtreme,GB,2000.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,,,75843,Capcom
34647,ZhuZhu Pets: Quest for Zhu,DS,2011.0,Misc,Activision,0.07,0.0,0.0,0.01,0.07,,0.07,75844,Activision
34648,SimCity 4: Deluxe Edition,PC,2003.0,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07,,0.07,75845,Maxis
34649,Bomberman Max 2: Red Advance,GBA,2002.0,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07,,0.07,75846,Hudson Soft
34664,CSI: Dark Motives,DS,2007.0,Adventure,Ubisoft,0.05,0.01,0.0,0.01,0.07,,0.07,75849,Powerhead Games
34666,Speed Zone,Wii,2009.0,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,,0.07,75850,Awesome Play Ltd.
34678,Godai: Elemental Force,PS2,2002.0,Action,3DO,0.04,0.03,0.0,0.01,0.07,,0.07,75852,3DO
34679,OK! Puzzle Stars,DS,2010.0,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.07,,0.06,75853,TBD
34680,Still Life,XB,2005.0,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,,0.07,75854,Microids
34687,Hang On GP,SAT,1995.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,75856,Genki
34688,Goodbye Deponia,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.01,0.07,7.8,0.17,75857,Daedalic Entertainment
34690,Uprising X,PS,1998.0,Action,3DO,0.04,0.03,0.0,0.0,0.07,,0.07,75858,Cyclone Studios
34694,Mega Man Xtreme 2,GB,2001.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,,0.07,75860,Capcom
34700,Kengo: Legend of The 9,X360,2006.0,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,,,75862,Genki
34701,Sigma Harmonics,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07,,0.07,75863,Square Enix
34702,Kessen III,PS2,2004.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,,,75864,Koei
34703,Harlem Globetrotters: World Tour,DS,2006.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,,,75865,Full Fat
34705,Summon Night,DS,2008.0,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07,,0.07,75866,Flight-Plan
34711,Aero Elite: Combat Academy,PS2,2002.0,Simulation,Sega,0.04,0.03,0.0,0.01,0.07,,,75868,Sega-AM2
34719,Damage Inc.: Pacific Squadron WWII,X360,2012.0,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,,0.07,75870,Mad Catz
34725,Wrath Unleashed,PS2,2004.0,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07,,0.07,75872,Double Helix Games
34733,Pong / Asteroids / Yars' Revenge,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,,0.07,75874,DSI Games
34737,NOëL: La Neige,PS,1998.0,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07,,,75876,Pioneer LDC
34738,Busou Shinki: Battle Masters,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,0.07,75877,Konami
34740,Roll Away,PS,1998.0,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,,0.07,75878,Game Design Sweden AB
